"x1","x2","x3","x4"
0.230287373395077,-2.52738333660299,0.39213395808672,-2.67991968808259
2.75507417843552,-5.12833866897676,-0.695870415448185,-0.160189294272678
-0.760389102766282,0.328360333200638,1.13471630533942,-4.22489902407799
0.0337428585064414,-0.809422862811218,0.133450085623758,-1.94379466987919
-1.5413749219383,1.66096564445744,1.92283941606834,-2.67642965691482
0.648084706966197,-2.40393633991135,0.707145883034664,-4.63330770834777
0.57032947499362,-0.853693228326897,0.0951548545477506,0.13276705931465
-1.69139910075675,3.52428028528098,1.42516142510371,-1.77901437475565
-2.22817480965355,1.7069346897759,1.72826544660841,-3.85385386700281
2.91121844668096,-4.12060872882233,-1.01227383159237,-1.5758512807934
0.258777844705976,-2.8565553794793,0.10797444028715,-3.05382125682437
0.805859116109415,-2.67558132979611,0.0786418105632495,-1.60430899013016
0.910164973897606,-2.21660780440827,-0.12442930321747,-3.16428062404131
0.937451716519474,-2.20384409818937,-0.727135743435087,-1.83831451952522
1.67151676626275,-5.29655822592699,-0.334496095188955,-1.31384188452701
0.371050560175643,-1.83939116780883,-0.638921905651056,-0.880308412383377
0.333287106467571,-0.347656113174041,0.315680901226877,-1.35766972926145
1.44785742759522,-0.903934026215731,-1.35738254672085,-0.74076852914218
2.24580650092451,-1.91307875504664,-1.63320787079188,1.62019601793626
1.36183466878297,-1.63817322901712,1.44933765567954,-3.50852665645267
1.58556595478084,-2.01325922991142,-0.615510512228022,-0.487603328632166
3.14777940075084,-6.43436470328818,-1.04788932663496,-2.29100565075259
0.9853939302587,-3.25982315381607,0.0501719970403446,-2.74790559038103
0.154198020818017,-0.37044591007179,-0.469742935756153,-1.75438266213201
0.777461574662674,-3.15101695050581,0.264782089696553,-2.63035373254028
0.686323067380603,-4.02241102950933,-1.27863516542849,-0.91951827868244
1.82039544610192,-3.11133394748818,-0.0987916268960379,-2.46962591930976
2.45287001693715,-5.47632816852313,-2.3024801628613,0.0118928226744645
1.79443093335062,-3.19139513384202,-0.785479574822848,-1.24796477794204
2.09177337207249,-6.03714916563793,-1.34216787653383,-0.2025839006667
1.22786422327174,-7.35650735934842,-1.26332666869776,-2.74118784359928
1.19554486043155,-2.37520698601402,-0.886343311524071,0.259779128397611
2.43246884368947,-5.62785572889975,-1.76901288895019,1.7468164725719
1.38733060833817,-2.69579201347394,-0.682200936331086,0.921020142627539
2.11460789692804,-3.72438229667983,-0.357435387673534,-0.276839775824951
1.94671451778978,-2.94939640353967,-0.224650554876382,3.04473626486164
0.307661282152079,-0.141437571541473,-0.417975553398966,1.11731314921904
2.4366247713502,-6.23373330541614,-0.623055361975447,-2.01377643371978
1.13761589478317,-2.20824469149068,-1.01513780940603,2.9949090628338
2.1367191748635,-4.81252889531841,-1.1903626454351,-0.967340780259371
2.48180030281569,-3.5198274758433,-1.43669216251329,0.540720252780965
1.31847383229643,-3.84098026985383,-1.626431290496,0.136545364461033
3.6335237094883,-5.25381991052416,-1.82772199361977,2.00885287338805
2.62049743731537,-3.76977905188991,-1.89693707297907,4.75967760577552
2.17467361808155,-4.44353600495215,-2.4303739289971,3.39466072883691
1.01782852768993,-0.684223314284437,-1.44006316512666,1.8191992390465
2.65609426866824,-4.41316144610373,-1.4628829966255,-0.0886142896000108
